images/training/unripe/banana-unripe-19.png,0
images/training/unripe/banana-unripe-22.png,0
images/training/unripe/banana-unripe-11.png,0
images/training/unripe/banana-unripe-10.png,0
images/training/unripe/banana-unripe-9.png,0
images/training/unripe/banana-unripe-17.png,0
images/training/unripe/banana-unripe-16.png,0
images/training/unripe/banana-unripe-13.png,0
images/training/unripe/banana-unripe-7.png,0
images/training/unripe/banana-unripe-25.png,0
images/training/unripe/banana-unripe-24.png,0
images/training/unripe/banana-unripe-1.png,0
images/training/unripe/banana-unripe-12.png,0
images/training/unripe/banana-unripe-4.png,0
images/training/unripe/banana-unripe-27.png,0
images/training/unripe/banana-unripe-21.png,0
images/training/unripe/banana-unripe-8.png,0
images/training/unripe/banana-unripe-28.png,0
images/training/unripe/banana-unripe-29.png,0
images/training/unripe/banana-unripe-14.png,0
images/training/unripe/banana-unripe-15.png,0
images/training/unripe/banana-unripe-18.png,0
images/training/unripe/banana-unripe-6.png,0
images/training/unripe/banana-unripe-5.png,0
images/training/unripe/banana-unripe-3.png,0
images/training/unripe/banana-unripe-23.png,0
images/training/unripe/banana-unripe-26.png,0
images/training/unripe/banana-unripe-20.png,0
images/training/unripe/banana-unripe-2.png,0
